Code	Name	Description	Department	Course	Program	Size	Actual Size	Subjects	Size Of Students	Priority	Internal Publisher	Tags	Notes 1	Notes 2	Number of Students	Locked	Hours	
3005_01_IB25_T2_FAIL/03	3005_01_IB25_T2_FAIL/03	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed MEDA1301	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1302_C_2025_KENS_DP_OC; MEDA1301_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IB25_T2_FAIL/04	3005_01_IB25_T2_FAIL/04	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed MEDA1302	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1302_C_2025_KENS_DP_OC; MEDA1302_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IB25_T2_FAIL/05	3005_01_IB25_T2_FAIL/05	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed MEDA1302	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1302_C_2025_KENS_DP_OC; MEDA1302_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IB25_T2_FAIL/06	3005_01_IB25_T2_FAIL/06	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed MEDA1302	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1302_C_2025_KENS_DP_OC; MEDA1302_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IB25_T2_FAIL/07	3005_01_IB25_T2_FAIL/07	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed CAL1	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1301_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IB25_T2_FAIL/08	3005_01_IB25_T2_FAIL/08	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed CAL1	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1301_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IB25_T2_FAIL/09	3005_01_IB25_T2_FAIL/09	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed CAL1	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1301_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IC25_T1/01	3005_01_IC25_T1/01	Diploma of Media and Communications (3005_01_IC25) Term 1 Students all new CAL1 Planning Enrolments	UNSW College	DP	3005_01_IC25_T1	100	100	AELC1301_C_2025_KENS_DP_OC; MEDA1302_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC	5	High	false				20	false	Student - Standard Hours
3005_01_IC25_T1/02	3005_01_IC25_T1/02	Diploma of Media and Communications (3005_01_IC25) Term 1 Students all new CAL4 Planning Enrolments	UNSW College	DP	3005_01_IC25_T1	10	10	AELC1304_C_2025_KENS_DP_OC; MEDA1302_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC	1	High	false				10	false	Student - Standard Hours
3006_01_IA25_T3/01	3006_01_IA25_T3/01	Diploma of Architecture [Architectural Studies] (3006_01_IA25) Term 3 Students	UNSW College	DP	3006_01_IA25_T3	24	24	AELC1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1307_C_2025_KENS_DP_OC	5	High	false				5	false	Student - Standard Hours
3006_01_IA25_T3_FAIL/01	3006_01_IA25_T3_FAIL/01	Diploma of Architecture [Architectural Studies] (3006_01_IA25) Term 3 Students failed Subjects from T2 ARCT1303	UNSW College	DP	3006_01_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1307_C_2025_KENS_DP_OC	1	High	false				1	false	Not defined
3006_01_IA25_T3_FAIL/02	3006_01_IA25_T3_FAIL/02	Diploma of Architecture [Architectural Studies] (3006_01_IA25) Term 3 Students failed Subjects from T2 ARCT1305	UNSW College	DP	3006_01_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1305_C_2025_KENS_DP_OC; ARCT1307_C_2025_KENS_DP_OC	1	High	false				1	false	Not defined
3006_01_IA25_T3_FAIL/03	3006_01_IA25_T3_FAIL/03	Diploma of Architecture [Architectural Studies] (3006_01_IA25) Term 3 Students failed Subjects from T2 ARCT1306	UNSW College	DP	3006_01_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1306_C_2025_KENS_DP_OC; ARCT1307_C_2025_KENS_DP_OC	1	High	false				1	false	Not defined
3006_01_IA25_T3_FAIL/04	3006_01_IA25_T3_FAIL/04	Diploma of Architecture [Architectural Studies] (3006_01_IA25) Term 3 Students failed Subjects from T2 CAL2	UNSW College	DP	3006_01_IA25_T3_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1307_C_2025_KENS_DP_OC	1	High	false				1	false	Not defined
3006_01_IC25_T1/01	3006_01_IC25_T1/01	Diploma of Architecture [Architectural Studies] (3006_01_IC25) Term 1 Students all new CAL1	UNSW College	DP	3006_01_IC25_T1	16	16	AELC1301_C_2025_KENS_DP_OC; ARCT1301_C_2025_KENS_DP_OC; ARCT1302_C_2025_KENS_DP_OC	4	High	false				4	false	Student - Standard Hours
3006_01_IC25_T1/02	3006_01_IC25_T1/02	Diploma of Architecture [Architectural Studies] (3006_01_IC25) Term 1 Students all new CAL4	UNSW College	DP	3006_01_IC25_T1	4	4	AELC1304_C_2025_KENS_DP_OC; ARCT1301_C_2025_KENS_DP_OC; ARCT1302_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3006_02_IA25_T3/01	3006_02_IA25_T3/01	Diploma of Architecture [Interior Architecture] (3006_02_IA25) Term 3 Students	UNSW College	DP	3006_02_IA25_T3	4	4	AELC1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1308_C_2025_KENS_DP_OC	2	High	false				2	false	Not defined
3006_02_IA25_T3_FAIL/01	3006_02_IA25_T3_FAIL/01	Diploma of Architecture [Interior Architecture] (3006_02_IA25) Term 3 Students failed subjects from T2 ARCT1303	UNSW College	DP	3006_02_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_02_IA25_T3_FAIL/02	3006_02_IA25_T3_FAIL/02	Diploma of Architecture [Interior Architecture] (3006_02_IA25) Term 3 Students failed subjects from T2 ARCT1305	UNSW College	DP	3006_02_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1305_C_2025_KENS_DP_OC; ARCT1308_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_02_IA25_T3_FAIL/03	3006_02_IA25_T3_FAIL/03	Diploma of Architecture [Interior Architecture] (3006_02_IA25) Term 3 Students failed subjects from T2 ARCT1306	UNSW College	DP	3006_02_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1306_C_2025_KENS_DP_OC; ARCT1308_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_02_IA25_T3_FAIL/04	3006_02_IA25_T3_FAIL/04	Diploma of Architecture [Interior Architecture] (3006_02_IA25) Term 3 Students failed subjects from T2 CAL2	UNSW College	DP	3006_02_IA25_T3_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1308_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_02_IC25_T1/01	3006_02_IC25_T1/01	Diploma of Architecture [Interior Architecture] (3006_02_IC25) Term 1 Students all new CAL1	UNSW College	DP	3006_02_IC25_T1	3	3	AELC1301_C_2025_KENS_DP_OC; ARCT1301_C_2025_KENS_DP_OC; ARCT1302_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3006_02_IC25_T1/02	3006_02_IC25_T1/02	Diploma of Architecture [Interior Architecture] (3006_02_IC25) Term 1 Students all new CAL4	UNSW College	DP	3006_02_IC25_T1	1	1	AELC1304_C_2025_KENS_DP_OC; ARCT1301_C_2025_KENS_DP_OC; ARCT1302_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_03_IA25_T3/01	3006_03_IA25_T3/01	Diploma of Architecture [Landscape Architecture] (3006_03_IA25) Term 3 Students	UNSW College	DP	3006_03_IA25_T3	4	4	AELC1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1310_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3006_03_IA25_T3_FAIL/01	3006_03_IA25_T3_FAIL/01	Diploma of Architecture [Landscape Architecture] (3006_03_IA25) Term 3 Students failed Subjects from T2 ARCT1303	UNSW College	DP	3006_03_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1310_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_03_IA25_T3_FAIL/02	3006_03_IA25_T3_FAIL/02	Diploma of Architecture [Landscape Architecture] (3006_03_IA25) Term 3 Students failed Subjects from T2 ARCT1305	UNSW College	DP	3006_03_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1305_C_2025_KENS_DP_OC; ARCT1310_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_03_IA25_T3_FAIL/03	3006_03_IA25_T3_FAIL/03	Diploma of Architecture [Landscape Architecture] (3006_03_IA25) Term 3 Students failed Subjects from T2 ARCT1306	UNSW College	DP	3006_03_IA25_T3_FAIL	1	1	AELC1303_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1306_C_2025_KENS_DP_OC; ARCT1310_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_03_IA25_T3_FAIL/04	3006_03_IA25_T3_FAIL/04	Diploma of Architecture [Landscape Architecture] (3006_03_IA25) Term 3 Students failed Subjects from T2 CAL2	UNSW College	DP	3006_03_IA25_T3_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; ARCT1304_C_2025_KENS_DP_OC; ARCT1310_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3006_03_IC25_T1/01	3006_03_IC25_T1/01	Diploma of Architecture [Landscape Architecture] (3006_03_IC25) Term 1 Students all new CAL1	UNSW College	DP	3006_03_IC25_T1	3	3	AELC1301_C_2025_KENS_DP_OC; ARCT1301_C_2025_KENS_DP_OC; ARCT1302_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3006_03_IC25_T1/02	3006_03_IC25_T1/02	Diploma of Architecture [Landscape Architecture] (3006_03_IC25) Term 1 Students all new CAL4	UNSW College	DP	3006_03_IC25_T1	1	1	AELC1304_C_2025_KENS_DP_OC; ARCT1301_C_2025_KENS_DP_OC; ARCT1302_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
